0.0068;0.3182;0.0738;0.1035;0.0350;0.0018;0.2128;0.0848;0.0262;0;0;1
0.0016;0.0016;0.0022;0.0036;0.0611;0.0012;0.0056;0.1055;0.0017;0;1;1
0.0009;0.4021;0.0884;0.0457;0.0389;0.0078;0.0933;0.0426;0.0043;0;1;0
0.0713;0.6748;0.9531;0.4301;0.0778;0.0419;0.6907;0.6511;0.5374;1;0;0
0.0261;0.7343;0.0306;0.0896;0.1833;0.0054;0.5627;0.4037;0.0328;0;1;1
0.0036;0.2395;0.0975;0.0417;0.0222;0.0066;0.1120;0.1217;0.0089;0;0;1
0.0591;0.4371;0.2969;0.0986;0.0611;0.0096;0.6427;0.3834;0.0528;1;0;0
0.0005;0.4948;0.0506;0.0193;0.0172;0.0030;0.0499;0.0095;0.0101;0;0;1
0.0274;0.4406;0.0222;0.0909;0.1056;0.0042;0.4800;0.3550;0.0302;0;1;1
0.0026;0.4510;0.0688;0.0426;0.0194;0.0102;0.0640;0.0223;0.0013;0;1;0
0.0013;0.3811;0.1375;0.0896;0.0389;0.0036;0.0880;0.0243;0.0072;0;1;0
0.0007;0.2483;0.0391;0.0296;0.0111;0.0078;0.0285;0.0041;0.0011;0;1;0
0.0300;0.5315;0.0313;0.1075;0.1222;0.0000;0.5733;0.4178;0.0000;0;1;1
0.0870;0.4895;0.3281;0.2052;0.1056;0.0497;0.6133;0.7465;0.0600;1;0;0
0.0374;0.5332;0.0634;0.1075;0.0278;0.0060;0.4933;0.4118;0.0409;1;0;0
0.0183;0.6731;0.1781;0.5959;0.2667;0.0269;1.0000;0.3611;0.0311;0;0;0
0.4870;0.5944;0.0444;0.0654;0.0889;0.0000;0.3627;0.3286;0.7532;0;1;1
0.0261;0.5490;0.6000;0.1075;0.1611;0.0078;0.1307;0.2941;0.0502;0;0;1
0.0108;0.4266;0.1531;0.6272;0.2222;0.0000;0.1280;0.0730;0.0034;0;1;0
0.2048;0.3636;0.1000;0.1165;0.1167;0.0054;0.3653;0.3002;0.0221;0;1;1
0.0064;0.5717;0.1359;0.1219;0.0272;0.0054;0.1059;0.0314;0.0355;0;0;1
0.0087;0.6294;0.1719;0.5556;0.2289;0.0299;0.9813;0.3448;0.0264;0;0;0
0.0400;0.7517;0.0375;1.0000;0.0333;0.0072;0.6347;0.4604;0.0609;1;0;0
0.0165;0.3636;0.0656;0.3674;0.2000;0.0240;0.6880;0.2637;0.0409;0;0;0
0.6478;0.5629;0.0397;0.0780;0.1389;0.0000;0.5120;0.4016;1.0000;0;1;1
0.0010;0.2273;0.0281;0.0829;0.0328;0.0539;0.5333;0.2049;0.0417;0;0;0
0.0252;0.5594;0.0238;0.0806;0.1667;0.0054;0.5360;0.3813;0.0319;0;1;1
0.0400;0.4545;0.0447;0.1286;0.0333;0.0078;0.5600;0.4828;0.0549;1;0;0
0.0226;0.3776;0.0244;0.0551;0.1000;0.0042;0.4347;0.3671;0.0295;0;1;1
0.0018;0.1014;0.0088;0.0448;0.0183;0.0024;0.1733;0.1237;0.0077;0;0;0
0.0003;0.3409;0.0531;0.0381;0.0222;0.0048;0.0560;0.0061;0.0006;0;1;0
0.0000;0.0000;0.2656;0.0000;0.1500;0.0000;0.3520;0.0000;0.0000;0;1;1
0.1609;0.3706;0.1813;0.1344;0.0389;1.0000;0.6453;1.0000;0.2132;1;0;0
0.0027;0.1923;0.0109;0.0573;0.0211;0.0030;0.2400;0.1521;0.0102;0;0;0
0.0007;0.1888;0.0222;0.0184;0.0061;0.0024;0.0197;0.0057;0.0000;0;1;0
0.0046;0.1958;0.0231;0.0591;0.1500;0.0060;0.1440;0.1765;0.6383;0;0;0
0.0152;0.6171;0.1313;0.6272;0.2833;0.0371;0.8587;0.2373;0.0302;0;0;0
0.0007;0.5087;0.0594;0.0430;0.0233;0.0042;0.0536;0.0181;0.0184;0;0;1
0.0004;0.3566;0.0175;0.0139;0.0444;0.0042;0.0261;0.0085;0.0223;0;1;0
0.0014;0.5559;0.0441;0.0332;0.0144;0.0030;0.0568;0.0249;0.0001;0;1;0
0.0317;0.5175;0.0291;0.0815;0.1444;0.0054;0.5227;0.5193;0.0464;0;1;1
0.0665;0.5192;0.0613;0.1254;0.0444;0.0102;0.5813;0.3996;0.0570;1;0;0
0.3122;0.5734;0.0375;0.0986;0.1444;0.0000;0.6053;0.5680;0.0000;0;1;1
0.0010;0.0629;0.0125;0.0197;0.0100;0.0012;0.0907;0.5436;0.0038;0;0;0
1.0000;0.2220;0.0219;0.0000;0.0333;0.0030;0.1120;0.0000;0.0000;0;1;1
0.0011;0.4668;0.0547;0.0457;0.0222;0.0042;0.0560;0.0138;0.0004;0;1;0
